Matricula,Carrera,Promedio
A63247,CARR71,82.571
A63248,CARR2,81.024
A63251,CARR85,77.88
A63252,CARR54,81.282
A63253,CARR66,68.21
A63254,CARR73,81.952
A63255,CARR53,90.571
A63257,CARR114,75.619
A63258,CARR103,74.551
A63259,CARR62,73.282
A63260,CARR85,86.103
A63261,CARR75,76.116
A63263,CARR75,79.358
A63266,CARR58,83.086
A63267,CARR103,80.565
A63268,CARR99,73.19
A63271,CARR73,84.09
A63274,CARR98,69.777
A63279,CARR103,80.333
A63281,CARR75,82.545
A63282,CARR85,85.13
A63283,CARR77,92.391
A63285,CARR2,73.657
A63286,CARR2,87.368
A63288,CARR62,80.292
A63289,CARR97,79.382
A63290,CARR42,86.177
A63293,CARR2,80.542
A63295,CARR2,79.222
A63297,CARR71,83.244
A63298,CARR76,87.772
A63299,CARR75,66.074
A63302,CARR62,70.219
A63303,CARR85,85
A63308,CARR77,82.619
A63310,CARR88,94.375
A63316,CARR63,79.883
A63318,CARR73,93.561
A63319,CARR98,76.214
A63321,CARR84,86.88
A63322,CARR85,62.607
A63330,CARR54,69.315
A63368,CARR72,86.537
A63372,CARR85,83.725
A63377,CARR53,76.545
A63379,CARR112,77.055
A63381,CARR66,85.456
A63382,CARR97,87.769
A63383,CARR66,85.159
A63384,CARR103,74.341
A63385,CARR58,82.804
A63386,CARR63,67.823
A63387,CARR73,84.906
A63390,CARR84,85.571
A63391,CARR60,87.155
A63395,CARR62,80.466
A63396,CARR84,93.162
A63398,CARR76,96.17
A63399,CARR2,84.684
A63403,CARR99,78.886
A63406,CARR84,77.441
A63407,CARR99,85.234
A63411,CARR88,84.725
A63415,CARR42,78.777
A63417,CARR84,81.534
A63418,CARR63,71.925
A63420,CARR85,78.375
A63421,CARR62,85.9
A63422,CARR47,84.488
A63426,CARR99,91.697
A63432,CARR103,93.26
A63449,CARR2,71.75
A63450,CARR62,77.604
A63451,CARR85,71.482
A63453,CARR110,72.902
A63456,CARR63,89.533
A63457,CARR62,74.707
A63458,CARR99,94.93
A63459,CARR63,79.066
A63461,CARR103,82
A63462,CARR66,92.433
A63464,CARR66,81.85
A63466,CARR103,77.595
A63469,CARR63,84.204
A63470,CARR66,75.083
A63472,CARR75,75.396
A63475,CARR112,84.097
A63476,CARR63,77.074
A63479,CARR54,82.232
A63480,CARR97,77.439
A63481,CARR85,89.045
A63484,CARR97,92.302
A63486,CARR2,81.878
A63488,CARR58,76.893
A63489,CARR63,66.457
A63490,CARR2,76.529
A63492,CARR85,85.048
A63493,CARR58,86.77
A63495,CARR43,72.8
A63497,CARR54,80.76
A63498,CARR62,76
A63501,CARR53,80.79
A63503,CARR66,86.054
A63507,CARR97,82.232
A63508,CARR62,87
A63510,CARR63,79.833
A63511,CARR63,83.674
A63513,CARR54,78.181
A63515,CARR103,81.264
A63516,CARR63,82.622
A63517,CARR63,74.607
A63518,CARR54,82.02
A63519,CARR54,76.219
A63520,CARR53,76.34
A63539,CARR88,82.358
A63546,CARR85,85.162
A63551,CARR66,89.974
A63553,CARR65,78.382
A63557,CARR58,79.825
A63563,CARR84,69.9
A63566,CARR85,96.5
A63567,CARR88,85.39
A63568,CARR63,67.424
A63569,CARR103,76.414
A63576,CARR88,80.875
A63578,CARR75,88.261
A63579,CARR84,73.707
A63580,CARR84,81.977
A63582,CARR103,77.896
A63583,CARR62,80.051
A63584,CARR84,77.976
A63585,CARR98,79.4
A63586,CARR88,89.025
A63587,CARR66,63.255
A63588,CARR66,86.044
A63589,CARR71,94.06
A63590,CARR88,85.166
A63593,CARR54,78.571
A63594,CARR84,84.589
A63595,CARR84,83.608
A63596,CARR66,77.5
A63598,CARR62,77.75
A63600,CARR71,90.846
A63602,CARR99,77.088
A63603,CARR98,76.422
A63605,CARR103,77.606
A63632,CARR112,89.75
A63634,CARR73,72.513
A63637,CARR103,81.8
A63638,CARR112,93.393
A63644,CARR86,67.545
A63645,CARR62,80.369
A63646,CARR42,88.777
A63647,CARR85,84.972
A63648,CARR103,75.046
A63649,CARR103,76.13
A63650,CARR84,74.025
A63651,CARR84,74.275
A63652,CARR71,78.659
A63654,CARR58,75.128
A63662,CARR88,82.193
A63664,CARR2,84.619
A63665,CARR99,84.295
A63666,CARR63,71.75
A63667,CARR97,86.2
A63668,CARR84,73.769
A63669,CARR103,69
A63670,CARR2,81.437
A63671,CARR77,84.095
A63675,CARR62,79.979
A63680,CARR66,73.162
A63681,CARR66,85.044
A63683,CARR113,87.488
A63685,CARR97,80.56
A63688,CARR61,77.307
A63693,CARR73,68.451
A63694,CARR103,94.2
A63695,CARR47,75.243
A63697,CARR63,90.297
A63700,CARR2,77.095
A63702,CARR62,85.581
A63703,CARR65,89.666
A63704,CARR71,80.868
A63705,CARR103,84.45
A63707,CARR2,81.555
A63711,CARR85,81.725
A63713,CARR85,96.446
A63714,CARR62,82.659
A63715,CARR97,80.648
A63717,CARR71,85.581
A63718,CARR62,70.941
A63721,CARR103,83.294
A63723,CARR62,77.468
A63724,CARR97,82.705
A63725,CARR62,86.5
A63726,CARR99,84.911
A63727,CARR85,77.521
A63732,CARR42,75.769
A63737,CARR112,81.487
A63740,CARR54,81.604
A63741,CARR84,73.175
A63742,CARR72,97.708
A63743,CARR62,78.681
A63744,CARR66,79.84
A63746,CARR99,69.076
A63747,CARR77,71.244
A63751,CARR103,81.166
A63753,CARR66,81.837
A63755,CARR62,83.965
A63756,CARR84,67.111
A63758,CARR73,71.641
A63759,CARR77,77.317
A63761,CARR103,75.794
A63762,CARR97,81.636
A63763,CARR71,81.065
A63767,CARR103,85.931
A63768,CARR62,74.111
A63774,CARR84,80.186
A63867,CARR98,83.818
A63895,CARR62,72.5
A63899,CARR58,86.894
A63908,CARR85,86.367
A63909,CARR84,85.309
A63910,CARR66,54.92
A63911,CARR84,81.365
A63938,CARR85,78.708
A63940,CARR73,78.119
A63941,CARR66,81.767
A63944,CARR84,83.347
A63946,CARR62,73.974
A63947,CARR99,92.229
A63948,CARR86,82.977
A63949,CARR66,71.564
A63950,CARR85,80.522
A63951,CARR62,72.921
A63952,CARR2,85.822
A63953,CARR88,84.186
A63954,CARR97,77.675
A63955,CARR63,76
A63956,CARR42,82.047
A63957,CARR63,73.314
A63958,CARR112,76.444
A63959,CARR60,72.901
A63960,CARR58,90.096
A63961,CARR103,90.204
A63963,CARR85,77.194
A63965,CARR99,80.934
A63966,CARR66,64.75
A63967,CARR99,76.8
A63969,CARR84,73.911
A63971,CARR54,79.739
A63972,CARR112,82.658
A63973,CARR42,82.187
A63974,CARR75,74.447
A63975,CARR64,83.461
A63976,CARR62,81.971
A63977,CARR42,84.34
A63979,CARR103,72.725
A63981,CARR42,82.146
A63982,CARR54,81.17
A63983,CARR76,84.095
A63984,CARR113,90.692
A63985,CARR85,82.314
A63987,CARR54,81.722
A63988,CARR61,91.83
A63989,CARR103,73.06
A63990,CARR2,83.578
A63992,CARR103,75.333
A63995,CARR62,93.697
A63996,CARR42,78.341
A64023,CARR66,70.588
A64038,CARR54,84.297
A64040,CARR63,77.488
A64041,CARR103,79.204
A64042,CARR54,92.425
A64044,CARR110,87.4
A64046,CARR47,76.166
A64047,CARR42,70
A64049,CARR103,75.97
A64050,CARR2,82.722
A64052,CARR84,69.833
A64053,CARR103,72.379
A64057,CARR66,87.466
A64060,CARR2,70
A64061,CARR88,87.742
A64062,CARR73,79.868
A64066,CARR73,74.783
A64069,CARR42,90
A64071,CARR113,83.066
A64073,CARR110,85.38
A64075,CARR84,77.461
A64076,CARR61,72.27
A64077,CARR62,90.136
A64078,CARR99,79.75
A64080,CARR86,82
A64082,CARR86,83.25
A64083,CARR66,79.022
A64086,CARR62,74.757
A64088,CARR84,74.65
A64089,CARR112,74.482
A64090,CARR103,72.323
A64093,CARR86,87
A64094,CARR103,76.175
A64095,CARR112,70.322
A64096,CARR85,84.478
A64098,CARR114,77.434
A64099,CARR85,67.09
A64100,CARR85,86.227
A64105,CARR85,61.861
A64108,CARR88,77.81
A64110,CARR42,93.869
A64111,CARR73,82.674
A64113,CARR97,81.075
A64114,CARR103,72.971
A64115,CARR42,97.519
A64116,CARR42,84.17
A64133,CARR97,78.27
A64135,CARR54,80.66
A64136,CARR2,65.878
A64140,CARR103,87.914
A64141,CARR42,83.739
A64142,CARR103,71.918
A64145,CARR103,76.282
A64148,CARR103,81.326
A64152,CARR62,72.464
A64162,CARR103,72.222
A64163,CARR76,74.877
A64164,CARR85,81.862
A64170,CARR66,88.29
A64171,CARR103,73.375
A64173,CARR66,82.675
A64179,CARR84,91
A64182,CARR71,83.743
A64185,CARR66,84.8
A64186,CARR73,78.655
A64191,CARR60,97.03
A64192,CARR54,84.675
A64193,CARR62,76.862
A64196,CARR62,75.722
A64198,CARR112,76.217
A64199,CARR66,72.966
A64201,CARR58,83.066
A64208,CARR88,92.969
A64209,CARR66,76.956
A64211,CARR62,81
A64212,CARR66,83.4
A64214,CARR71,85.718
A64215,CARR61,89.531
A64216,CARR66,75.433
A64218,CARR72,90.75
A64221,CARR66,91.757
A64224,CARR42,85.475
A64227,CARR99,90.969
A64228,CARR75,88.846
A64230,CARR66,67.384
A64231,CARR62,95.967
A64232,CARR75,84.266
A64233,CARR62,78.535
A64235,CARR75,86.666
A64237,CARR73,83.96
A64248,CARR66,84.914
A64250,CARR64,87.066
A64252,CARR62,83.424
A64253,CARR63,85.366
A64256,CARR85,87.7
A64257,CARR42,83.294
A64258,CARR60,87.942
A64262,CARR66,81.718
A64267,CARR66,82.909
A64270,CARR63,86.151
A64272,CARR99,82.864
A64273,CARR65,85.906
A64274,CARR103,81.931
A64275,CARR53,82.466
A64276,CARR66,97.046
A64280,CARR54,50.764
A64281,CARR72,85.757
A64283,CARR73,90.878
A64284,CARR63,87.212
A64285,CARR71,87.03
A64287,CARR62,86.103
A64288,CARR66,81.419
A64289,CARR65,76.366
A64290,CARR65,88.515
A64291,CARR75,75.242
A64292,CARR58,95.387
A64295,CARR73,69.433
A64296,CARR58,77.148
A64297,CARR72,79.25
A64298,CARR58,76.407
A64301,CARR62,82.225
A64302,CARR73,87.303
A64305,CARR66,85.047
A64306,CARR66,83.142
A64310,CARR85,72.344
A64311,CARR97,88.552
A64312,CARR42,72.2
A64313,CARR103,93.447
A64315,CARR63,85.657
A64317,CARR66,82.486
A64318,CARR65,98.151
A64320,CARR61,82.666
A64321,CARR66,76.633
A64324,CARR53,81.642
A64326,CARR98,93.354
A64329,CARR85,83.052
A64331,CARR110,96.463
A64332,CARR84,80.781
A64334,CARR84,78.678
A64372,CARR66,72.789
A64374,CARR47,93.275
A64415,CARR85,70.269
A64418,CARR85,80.884
A64419,CARR73,76.766
A64424,CARR62,67.033
A64430,CARR42,73.352
A64432,CARR73,87.5
A64435,CARR63,80.75
A64444,CARR103,93.378
A64445,CARR63,75.558
A64447,CARR62,81.612
A64448,CARR98,89.696
A64450,CARR65,76.829
A64451,CARR71,84.818
A64453,CARR62,92.468
A64454,CARR62,70.757
A64455,CARR63,82.741
A64456,CARR85,74
A64458,CARR104,74.142
A64465,CARR63,80.315
A64466,CARR65,84.162
A64468,CARR62,97.219
A64470,CARR66,88.09
A64474,CARR63,79.678
A64479,CARR53,94
A64481,CARR65,87.166
A64483,CARR103,92.642
A64487,CARR42,96.371
A64490,CARR42,86.47
A64491,CARR42,77.344
A64492,CARR85,91.484
A64493,CARR99,77.612
A64494,CARR54,89.5
A64498,CARR72,82.909
A64499,CARR104,85.033
A64508,CARR2,87.314
A64509,CARR112,74.666
A64510,CARR112,84.432
A64512,CARR65,71.75
A64513,CARR60,91.787
A64515,CARR62,73.15
A64520,CARR42,97.794
A64521,CARR98,87.954
A64523,CARR98,85
A64530,CARR103,79.241
A64534,CARR62,95.594
A64539,CARR103,82.157
A64540,CARR73,87.225
A64541,CARR58,94.457
A64544,CARR75,69.774
A64546,CARR42,74.343
A64547,CARR54,92.766
A64549,CARR66,77.764
A64550,CARR99,62.92
A64551,CARR62,83.647
A64574,CARR73,75.794
A64582,CARR54,91.368
A64583,CARR98,74.416
A64584,CARR98,79.103
A64593,CARR62,74.448
A64631,CARR66,78.315
A64662,CARR62,76.457
A64663,CARR75,83.666
A64664,CARR76,82.057
A64665,CARR42,86.741
A64668,CARR63,81.4
A64670,CARR66,87.312
A64672,CARR66,77.8
A64677,CARR62,90
A64679,CARR66,88.725
A64680,CARR62,83
A64681,CARR2,91.088
A64682,CARR112,85.138
A64684,CARR85,88.62
A64686,CARR84,74.361
A64688,CARR62,81.794
A64689,CARR88,86.142
A64692,CARR97,86.29
A64694,CARR62,78.538
A64695,CARR84,83.225
A64696,CARR62,80.594
A64697,CARR54,79.219
A64698,CARR66,83.192
A64700,CARR112,88.27
A64730,CARR85,76.604
A64731,CARR88,68.916
A64736,CARR85,75.029
A64739,CARR42,80.888
A64740,CARR110,78.076
A64743,CARR66,79.461
A64744,CARR54,72.257
A64749,CARR2,75.777
A64754,CARR99,85.731
A64757,CARR84,69.777
A64758,CARR54,78.968
A64759,CARR62,72.062
A64760,CARR98,90.555
A64769,CARR66,93.675
A64771,CARR2,63.826
A64775,CARR75,89.366
A64778,CARR42,86.133
A64781,CARR76,91
A64782,CARR99,86.636
A64785,CARR42,90.5
A64787,CARR66,83.052
A64788,CARR85,82.548
A64790,CARR85,84.31
A64791,CARR98,86.696
A64792,CARR2,80.75
A64793,CARR84,66.952
A64797,CARR97,87.428
A64798,CARR2,86.862
A64800,CARR54,87.352
A64801,CARR97,73.137
A64802,CARR97,72.5
A64803,CARR65,83.689
A64804,CARR66,73.88
A64806,CARR85,84.333
A64807,CARR65,89.709
A64808,CARR61,84.121
A64810,CARR2,83.666
A64813,CARR53,86.593
A64815,CARR88,84.064
A64823,CARR62,87.151
A64826,CARR62,83.433
A64827,CARR2,86.73
A64828,CARR2,85.45
A64829,CARR53,91.486
A64830,CARR42,86.033
A64831,CARR64,90.541
A64832,CARR88,88.354
A64833,CARR73,79.709
A64846,CARR98,82.096
A64847,CARR65,75.607
A64850,CARR103,92.176
A64853,CARR66,86.676
A64856,CARR62,85.666
A64858,CARR85,80.242
A64863,CARR66,87.147
A64865,CARR85,81.714
A64866,CARR62,83.87
A64868,CARR71,86.294
A64869,CARR63,91.806
A64870,CARR113,72.193
A64874,CARR103,81.586
A64876,CARR66,91.303
A64879,CARR54,85.617
A64881,CARR63,69
A64885,CARR98,83.322
A64887,CARR66,78.588
A64892,CARR71,83.87
A64893,CARR88,77.285
A64895,CARR58,68.23
A64897,CARR42,77.586
A64898,CARR112,74.866
A64899,CARR104,89.185
A64901,CARR62,89.781
A64903,CARR2,93.156
A64911,CARR103,93.5
A64913,CARR112,91.5
A64914,CARR107,89.133
A64918,CARR112,90.312
A64919,CARR63,70.529
A64920,CARR73,75.866
A64922,CARR88,85.586
A64923,CARR103,74.931
A64924,CARR97,84.678
A64925,CARR97,73.1
A64929,CARR2,79.172
A64930,CARR97,92.032
A64931,CARR97,85.689
A64932,CARR2,75.142
A64933,CARR2,85.206
A64934,CARR77,81.964
A64935,CARR66,94.085
A64936,CARR62,82.387
A64937,CARR66,85.562
A64938,CARR62,89.545
A64939,CARR86,86.866
A64940,CARR42,96.75
A64943,CARR2,89.206
A64945,CARR97,90.111
A64948,CARR112,83.655
A64949,CARR103,95.235
A64950,CARR62,74.857
A64951,CARR53,82.172
A64954,CARR73,92.272
A64955,CARR75,87.709
A64956,CARR73,89.277
A64957,CARR66,85.259
A64958,CARR62,88.684
A64959,CARR71,82.606
A64961,CARR88,92.133
A64966,CARR98,81.827
A64967,CARR110,95.6
A64968,CARR99,86.87
A64969,CARR103,83.31
A64973,CARR71,85.29
A64974,CARR84,79.733
A64975,CARR73,80.2
A64978,CARR65,94.352
A64980,CARR103,71.25
A64982,CARR112,85.966
A64983,CARR85,89.071
A64984,CARR58,73.575
A64985,CARR98,87.515
A64987,CARR77,87.264
A64997,CARR97,89.142
A65000,CARR66,75.153
A65006,CARR66,85.1
A65008,CARR73,83.147
A65012,CARR58,75.034
A65013,CARR62,91
A65019,CARR84,79.681
A65024,CARR62,79.031
A65032,CARR103,55.964
A65033,CARR85,91.354
A65035,CARR71,89.888
A65037,CARR62,85.733
A65039,CARR112,91.966
A65040,CARR84,80.166
A65042,CARR97,84.718
A65049,CARR65,87.468
A65051,CARR66,87.466
A65052,CARR110,88.586
A65053,CARR61,82.484
A65054,CARR85,90.733
A65058,CARR65,87.062
A65059,CARR98,86.757
A65060,CARR84,76.4
A65061,CARR62,85.055
A65062,CARR110,93.151
A65065,CARR104,97.5
A65066,CARR42,78.5
A65068,CARR63,80.62
A65069,CARR112,88.676
A65074,CARR2,81.258
A65075,CARR97,70.363
A65077,CARR62,78.777
A65078,CARR66,81.689
A65079,CARR62,96.735
A65080,CARR85,69.437
A65081,CARR62,85.958
A65082,CARR63,72.25
A65084,CARR42,89.222
A65085,CARR60,78.555
A65089,CARR54,82.2
A65090,CARR72,78.333
A65091,CARR85,94.035
A65092,CARR62,71.419
A65093,CARR99,86.354
A65095,CARR99,79
A65096,CARR66,71.916
A65099,CARR64,90.517
A65102,CARR62,86.281
A65104,CARR62,96.875
A65105,CARR72,87.918
A65106,CARR98,84.468
A65112,CARR112,90.424
A65124,CARR2,80.266
A65125,CARR66,77.967
A65126,CARR84,69.76
A65128,CARR114,75
A65129,CARR61,88.028
A65131,CARR62,85.1
A65134,CARR85,92.466
A65137,CARR112,90.387
A65138,CARR98,89.441
A65139,CARR85,90.393
A65142,CARR66,62.066
A65144,CARR103,81.812
A65146,CARR99,80.333
A65149,CARR2,87.6
A65151,CARR99,90.096
A65154,CARR75,85.166
A65156,CARR54,87.472
A65157,CARR75,94.228
A65158,CARR85,79.794
A65160,CARR2,85.178
A65163,CARR71,79.441
A65164,CARR65,85.935
A65165,CARR88,95.678
A65167,CARR62,80.29
A65168,CARR62,78.515
A65171,CARR63,85.967
A65174,CARR62,80.968
A65175,CARR66,78.818
A65176,CARR63,75.656
A65177,CARR97,91.64
A65179,CARR71,78.75
A65181,CARR54,84.741
A65182,CARR97,81.25
A65184,CARR75,76.272
A65187,CARR62,85.322
A65189,CARR42,84.518
A65190,CARR64,90.404
A65191,CARR88,84.031
A65192,CARR61,79.952
A65194,CARR61,86.628
A65195,CARR65,91.5
A65196,CARR97,93.8
A65198,CARR99,84.032
A65199,CARR98,92.756
A65200,CARR97,77.833
A65201,CARR65,81.406
A65202,CARR2,81.321
A65203,CARR62,80.647
A65204,CARR62,85.633
A65206,CARR42,88.166
A65208,CARR42,88.354
A65209,CARR42,78.933
A65211,CARR85,89
A65213,CARR62,88.4
A65215,CARR65,83.133
A65216,CARR84,86.645
A65217,CARR54,84
A65218,CARR54,86.944
A65219,CARR84,84.6
A65220,CARR62,74.125
A65222,CARR62,81.235
A65223,CARR62,81.1
A65224,CARR84,80.968
A65225,CARR2,85.714
A65228,CARR65,93.194
A65231,CARR75,94.04
A65232,CARR99,78.727
A65235,CARR71,83.806
A65238,CARR58,84.781
A65240,CARR62,80.451
A65241,CARR42,87.935
A65242,CARR63,90.342
A65243,CARR85,74.437
A65245,CARR71,81.906
A65247,CARR77,81.548
A65248,CARR65,79.542
A65249,CARR73,83.971
A65251,CARR85,78.187
A65252,CARR75,89.333
A65253,CARR2,90.7
A65255,CARR99,86.636
A65258,CARR84,77.791
A65260,CARR63,87.421
A65261,CARR110,81.103
A65262,CARR73,81.363
A65263,CARR99,79.032
A65264,CARR71,88.966
A65266,CARR110,94.733
A65267,CARR42,82.137
A65268,CARR97,82.8
A65270,CARR84,91.171
A65272,CARR60,64.894
A65273,CARR42,86.828
A65274,CARR63,73.74
A65276,CARR99,91.878
A65279,CARR97,81.333
A65281,CARR62,91.333
A65286,CARR85,92.718
A65288,CARR62,79.833
A65290,CARR71,85.222
A65294,CARR71,81.939
A65295,CARR112,87.967
A65296,CARR112,90.484
A65305,CARR88,96.114
A65308,CARR62,80.111
A65315,CARR114,86.757
A65324,CARR75,75.964
A65325,CARR71,82.444
A65329,CARR86,75
A65330,CARR62,81.592
A65339,CARR84,89.628
A65342,CARR76,81.545
A65343,CARR65,85.945
A65344,CARR63,86.428
A65345,CARR62,90.322
A65347,CARR97,91.068
A65348,CARR75,90.531
A65350,CARR65,81.406
A65351,CARR85,84.806
A65352,CARR97,80
A65354,CARR62,82.827
A65355,CARR113,81.064
A65358,CARR84,73.235
A65363,CARR62,79.766
A65373,CARR62,99.567
A65377,CARR110,85.5
A65378,CARR71,77.379
A65379,CARR63,74.25
A65384,CARR62,81.866
A65385,CARR85,98.371
A65396,CARR2,88.137
A65397,CARR88,82.633
A65407,CARR85,92.911
A65409,CARR66,77.8
A65410,CARR53,71.035
A65411,CARR62,74.096
A65412,CARR58,94.526
A65413,CARR58,82.967
A65415,CARR84,81.533
A65416,CARR84,88.888
A65417,CARR62,81.233
A65418,CARR66,73.962
A65419,CARR42,77.343
A65421,CARR97,86.562
A65422,CARR98,87.312
A65423,CARR97,81.321
A65424,CARR71,90.194
A65425,CARR103,83.514
A65428,CARR54,87.371
A65429,CARR63,77.25
A65430,CARR98,81.344
A65432,CARR112,86
A65434,CARR66,81.206
A65436,CARR62,83.862
A65437,CARR114,81.096
A65438,CARR97,72.407
A65439,CARR97,71.9
A65440,CARR97,71.956
A65441,CARR60,95.06
A65446,CARR54,73.2
A65448,CARR66,83.366
A65449,CARR85,78.166
A65450,CARR66,74.413
A65451,CARR53,95.777
A65452,CARR98,72.433
A65453,CARR60,91.967
A65455,CARR62,83.607
A65456,CARR99,87.468
A65458,CARR63,88.6
A65460,CARR103,75.931
A65462,CARR62,76
A65466,CARR86,90.531
A65467,CARR54,93.515
A65469,CARR65,79.791
A65471,CARR75,86.677
A65473,CARR73,80.366
A65474,CARR113,84.777
A65477,CARR85,96.266
A65478,CARR99,89.84
A65483,CARR62,72.689
A65484,CARR53,85.444
A65485,CARR85,74.222
A65486,CARR54,88.423
A65488,CARR114,63.5
A65490,CARR61,78.181
A65494,CARR63,78.548
A65497,CARR62,78.533
A65498,CARR58,80.161
A65503,CARR62,85.031
A65504,CARR62,86.852
A65510,CARR71,85.242
A65521,CARR97,87.466
A65523,CARR103,84.911
A65524,CARR103,82.678
A65525,CARR62,77.533
A65526,CARR103,91.611
A65527,CARR62,88.103
A65528,CARR62,94.406
A65529,CARR66,86.032
A65530,CARR85,70.666
A65531,CARR42,90.739
A65532,CARR99,88.225
A65533,CARR99,74.388
A65536,CARR84,92.588
A65539,CARR75,82.933
A65541,CARR54,84.75
A65543,CARR98,82.558
A65545,CARR63,87.147
A65546,CARR85,89.176
A65549,CARR54,75.476
A65552,CARR2,68
A65553,CARR110,82.611
A65554,CARR2,78.6
A65555,CARR84,79.322
A65556,CARR99,81.677
A65557,CARR42,78.25
A65558,CARR54,79.941
A65560,CARR62,72.933
A65566,CARR2,86.227
A65567,CARR77,94.233
A65568,CARR66,89.2
A65570,CARR114,74.666
A65571,CARR97,80.809
A65572,CARR73,79.166
A65573,CARR97,70
A65578,CARR84,86.2
A65580,CARR107,81.458
A65581,CARR84,78.444
A65582,CARR63,78.58
A65585,CARR75,80.09
A65586,CARR98,86.814
A65588,CARR42,78.172
A65589,CARR85,82.071
A65590,CARR66,60.608
A65592,CARR66,74.903
A65594,CARR61,84.228
A65597,CARR62,70.333
A65603,CARR103,75.28
A65604,CARR54,56.19
A65605,CARR47,84.464
A65606,CARR2,83.931
A65608,CARR66,69.903
A65609,CARR103,80.9
A65612,CARR2,86.533
A65614,CARR63,75.533
A65616,CARR103,74.074
A65617,CARR103,80.266
A65619,CARR88,73.222
A65624,CARR97,65.111
A65628,CARR99,82.285
A65629,CARR77,83.483
A65632,CARR85,87.714
A65634,CARR76,83.833
A65635,CARR85,82.466
A65636,CARR71,86.078
A65638,CARR65,73.645
A65639,CARR73,80.304
A65643,CARR112,80.807
A65647,CARR99,76.741
A65648,CARR62,80.3
A65650,CARR103,86.724
A65654,CARR85,93.666
A65656,CARR114,86.419
A65660,CARR66,83.97
A65661,CARR72,87.696
A65665,CARR64,90.107
A65666,CARR103,80.062
A65668,CARR2,90
A65674,CARR76,67.333
A65677,CARR103,75.468
A65678,CARR97,82.741
A65680,CARR62,80.434
A65686,CARR71,83.75
A65691,CARR85,78.571
A65693,CARR62,92.242
A65694,CARR103,81.058
A65696,CARR88,79.821
A65697,CARR110,71.5
A65698,CARR62,84.172
A65704,CARR76,96.129
A65706,CARR97,82.451
A65719,CARR113,59.714
A65726,CARR71,84.606
A65736,CARR66,72.846
A65747,CARR62,77.535
A65750,CARR66,87.676
A65753,CARR42,62.85
A65761,CARR66,88.057
A65763,CARR66,85.166
A65764,CARR85,67.5
A65767,CARR85,86.468
A65769,CARR54,80.764
A65770,CARR2,95.678
A65789,CARR103,72.551
A65791,CARR84,84.781
A65792,CARR85,89.32
A65793,CARR42,94.756
A65795,CARR84,77.944
A65798,CARR85,78
A65799,CARR66,83.062
A65821,CARR98,87.741
A65822,CARR66,90.142
A65870,CARR62,96.36
A65877,CARR66,77.583
A65878,CARR85,79.312
A65881,CARR112,78.2
A65883,CARR65,86.117
A65884,CARR71,84.941
A65888,CARR61,77.208
A65890,CARR2,83.74
A65894,CARR88,81.656
A65901,CARR85,69.172
A65904,CARR62,74.516
A65911,CARR84,64.896
A65916,CARR112,70.966
A65924,CARR62,75.285
A65927,CARR58,95.483
A65931,CARR110,72.807
A65933,CARR42,85.382
A65937,CARR63,68.666
A65939,CARR61,80.032
A65941,CARR2,70.928
A65944,CARR54,77.266
A65947,CARR84,81.857
A65948,CARR2,85.516
A65953,CARR62,87.058
A65956,CARR99,77.562
A65957,CARR84,78.575
A65958,CARR66,84.848
A65959,CARR62,65.607
A65963,CARR63,72.967
A65964,CARR54,84.966
A65965,CARR63,73.967
A65969,CARR66,86.9
A65970,CARR73,89.2
A65971,CARR66,94.463
A65972,CARR63,89.448
A65973,CARR62,75.968
A65980,CARR99,84.225
A65985,CARR2,81.545
A65987,CARR62,89.555
A65989,CARR63,79.941
A65992,CARR98,72.242
A65994,CARR43,89.5
A65995,CARR85,88.153
A65996,CARR66,82.35
A66000,CARR84,79.068
A66001,CARR2,80.214
A66004,CARR84,77.923
A66005,CARR61,78.285
A66006,CARR73,68.1
A66007,CARR66,83.969
A66013,CARR66,92.454
A66017,CARR75,92.9
A66027,CARR66,71.031
A66028,CARR103,72.766
A66034,CARR71,69.064
A66036,CARR66,93.617
A66040,CARR2,77.193
A66042,CARR84,79.347
A66044,CARR103,91.147
A66049,CARR2,86.517
A66050,CARR73,79.727
A66053,CARR62,98.419
A66054,CARR85,81.451
A66056,CARR54,80
A66057,CARR62,85.225
A66058,CARR77,67.458
A66059,CARR99,74.594
A66060,CARR112,92.606
A66063,CARR64,77.346
A66065,CARR103,76.812
A66066,CARR86,82.241
A66067,CARR112,86.535
A66068,CARR66,65.037
A66070,CARR112,83.034
A66072,CARR85,81.208
A66074,CARR42,85.757
A66076,CARR66,83.093
A66077,CARR75,84.206
A66079,CARR110,89.933
A66080,CARR62,74.25
A66081,CARR103,80.575
A66084,CARR98,73.812
A66085,CARR75,83.107
A66086,CARR110,88.033
A66088,CARR66,81
A66090,CARR58,86.971
A66092,CARR75,74.291
A66093,CARR58,75.947
A66099,CARR85,77.666
A66104,CARR66,73.758
A66106,CARR62,90.354
A66108,CARR84,79.151
A66109,CARR66,89.891
A66110,CARR2,86.714
A66114,CARR58,72.821
A66115,CARR58,91.03
A66117,CARR84,74.296
A66170,CARR2,75.363
A66171,CARR62,87.323
A66183,CARR73,75.333
A66185,CARR103,71.28
A66187,CARR84,92.766
A66188,CARR103,82.379
A66190,CARR62,76.407
A66191,CARR62,70.115
A66193,CARR60,97.258
A66194,CARR66,76.633
A66197,CARR71,74.187
A66199,CARR112,86.7
A66204,CARR76,85.484
